movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,keywords,id,poster_path,comb
Yesterday,Danny Boyle,Himesh Patel,Lily James,Sophia Di Martino,Comedy Fantasy Music Romance,"musician pop singer liverpool, england music festival united kingdom rock concert alternative reality moral dilemma thoughtful dramatic cheerful",515195,/9fYka5CQt9nrb6LOtKicysUf9NA.jpg,"danny boyle himesh patel lily james sophia di martino comedy fantasy music romance musician pop singer liverpool, england music festival united kingdom rock concert alternative reality moral dilemma thoughtful dramatic cheerful"
21 Bridges,Brian Kirk,Chadwick Boseman,Sienna Miller,J.K. Simmons,Crime Action Drama,new york city hostage subway detective shootout police officer killed nypd one night neo-noir manhunt intense awestruck vibrant,535292,/kDlmrGZROewneCoSwPjKx6Qfown.jpg,brian kirk chadwick boseman sienna miller j.k. simmons crime action drama new york city hostage subway detective shootout police officer killed nypd one night neo-noir manhunt intense awestruck vibrant
KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,Takaomi Kanasaki,Jun Fukushima,Rie Takahashi,Sora Amamiya,Animation Adventure Comedy Fantasy,based on novel or book magic supernatural parody sequel parallel world fantasy world seinen anime deity isekai based on light novel,532067,/fv5BgcfkpWh3V6Pb1qVlXESBOdl.jpg,takaomi kanasaki jun fukushima rie takahashi sora amamiya animation adventure comedy fantasy based on novel or book magic supernatural parody sequel parallel world fantasy world seinen anime deity isekai based on light novel
The Wandering Earth,Frant Gwo,Qu Chuxiao,Li Guangjie,Zhao Jinmai,Science Fiction Action Drama,jupiter based on novel or book space station mankind forced underground underground city father son relationship brother sister relationship grandfather grandson relationship frozen earth dying sun giant engine global government admiring forceful,535167,/z3MXFdFjrYmoxOEFgE1wuphwo2a.jpg,frant gwo qu chuxiao li guangjie zhao jinmai science fiction action drama jupiter based on novel or book space station mankind forced underground underground city father son relationship brother sister relationship grandfather grandson relationship frozen earth dying sun giant engine global government admiring forceful
Abominable,Jill Culton,Chloe Bennet,Albert Tsai,Eddie Izzard,Family Animation Adventure Comedy,villain yeti family relationships reunion snow female villain aftercreditsstinger mount everest quest zoologist,431580,/llhj3xtNes2Ri4d9HqtleKo1CfL.jpg,jill culton chloe bennet albert tsai eddie izzard family animation adventure comedy villain yeti family relationships reunion snow female villain aftercreditsstinger mount everest quest zoologist
The Blackout,Egor Baranov,Lukerya Ilyashenko,Pyotr Fyodorov,Svetlana Ivanova,Thriller Science Fiction Action,survival alien invasion earth in peril,574982,/avl9MEQhtvokNnzoWepkmHBZ2ss.jpg,egor baranov lukerya ilyashenko pyotr fyodorov svetlana ivanova thriller science fiction action survival alien invasion earth in peril
Scary Stories to Tell in the Dark,André Øvredal,Zoe Colletti,Dean Norris,Michael Garza,Horror Adventure Mystery,small town based on novel or book halloween haunted house scarecrow family secrets urban legend racism high school friends aspiring writer draft dodger 1960s folk horror,417384,/uy0dNFbhRhHBLwpOGpcTw9UEwdX.jpg,andré øvredal zoe colletti dean norris michael garza horror adventure mystery small town based on novel or book halloween haunted house scarecrow family secrets urban legend racism high school friends aspiring writer draft dodger 1960s folk horror
The Golden Glove,Fatih Akin,Jonas Dassler,Margarethe Tiesel,Katja Studt,Crime Thriller Horror Comedy,"prostitute based on novel or book 1970s red-light district based on true story alcoholism serial killer teenage girl misogyny macabre hamburg, germany drunkenness shocking",505706,/tu4PfotoM2Fti033O9gwHt7XpJw.jpg,"fatih akin jonas dassler margarethe tiesel katja studt crime thriller horror comedy prostitute based on novel or book 1970s red-light district based on true story alcoholism serial killer teenage girl misogyny macabre hamburg, germany drunkenness shocking"
Hustlers,Lorene Scafaria,Constance Wu,Jennifer Lopez,Julia Stiles,Drama Comedy Crime,"new york city hustler wall street stripper based on true story strip club biting exotic dancer stock market crash economic crisis reflective based on magazine, newspaper or article 2000s inspired by magazine, newspaper or article antagonistic",540901,/zBhv8rsLOfpFW2M5b6wW78Uoojs.jpg,"lorene scafaria constance wu jennifer lopez julia stiles drama comedy crime new york city hustler wall street stripper based on true story strip club biting exotic dancer stock market crash economic crisis reflective based on magazine, newspaper or article 2000s inspired by magazine, newspaper or article antagonistic"
Rocketman,Dexter Fletcher,Taron Egerton,Jamie Bell,Richard Madden,Music Drama,"london, england drug abuse pop star 1970s musical biography based on true story alcoholism singer rock music los angeles, california pianist lgbt rise to fame 1960s gay theme",504608,/f4FF18ia7yTvHf2izNrHqBmgH8U.jpg,"dexter fletcher taron egerton jamie bell richard madden music drama london, england drug abuse pop star 1970s musical biography based on true story alcoholism singer rock music los angeles, california pianist lgbt rise to fame 1960s gay theme"
Bombshell,Jay Roach,Charlize Theron,Margot Robbie,Nicole Kidman,Drama,biography based on true story sexual harassment television network tv news anchor 2010s workplace culture,525661,/gbPfvwBqbiHpQkYZQvVwB6MVauV.jpg,jay roach charlize theron margot robbie nicole kidman drama biography based on true story sexual harassment television network tv news anchor 2010s workplace culture
Vivarium,Lorcan Finnegan,Imogen Poots,Jesse Eisenberg,Jonathan Aris,Science Fiction Thriller Mystery Horror,baby suburbia suburb trapped body bag real estate agent backrooms,458305,/myf3qzpeN0JbuFRPwSpJcz7rmAT.jpg,lorcan finnegan imogen poots jesse eisenberg jonathan aris science fiction thriller mystery horror baby suburbia suburb trapped body bag real estate agent backrooms
Uncut Gems,Josh Safdie,Adam Sandler,LaKeith Stanfield,Julia Fox,Drama Thriller Crime,bet infidelity new york city gambling auction ethiopia dark comedy basketball money art house debt apartment building opal pawnshop character study jeweler city life neo-noir independent film black opal suspenseful,473033,/6XN1vxHc7kUSqNWtaQKN45J5x2v.jpg,josh safdie adam sandler lakeith stanfield julia fox drama thriller crime bet infidelity new york city gambling auction ethiopia dark comedy basketball money art house debt apartment building opal pawnshop character study jeweler city life neo-noir independent film black opal suspenseful
Uri: The Surgical Strike,Aditya Dhar,Vicky Kaushal,Paresh Rawal,Yami Gautam,Action Drama War,army based on true story terrorism india terrorist attack indian army vindictive,554600,/yNySAgpAnWmPpYinim9E0tUzJWG.jpg,aditya dhar vicky kaushal paresh rawal yami gautam action drama war army based on true story terrorism india terrorist attack indian army vindictive
Violet Evergarden: Eternity and the Auto Memory Doll,Haruka Fujita,Yui Ishikawa,Minako Kotobuki,Aoi Yuuki,Drama Fantasy Animation,friendship work writing letter one-sided love slice of life steampunk post war seinen anime letters girls love based on light novel,610892,/zjaSw6Ok0MhXjrruPrA27VHyUYC.jpg,haruka fujita yui ishikawa minako kotobuki aoi yuuki drama fantasy animation friendship work writing letter one-sided love slice of life steampunk post war seinen anime letters girls love based on light novel
Ashfall,Kim Byung-seo,Lee Byung-hun,Ha Jung-woo,Don Lee,Action Adventure Thriller,natural disaster volcano disaster volcanic eruption inter-korean relations emby,581387,/gCZ0RHifBxZGedde7WPWSgjpyZt.jpg,kim byung-seo lee byung-hun ha jung-woo don lee action adventure thriller natural disaster volcano disaster volcanic eruption inter-korean relations emby
Downton Abbey,Michael Engler,Hugh Bonneville,Laura Carmichael,Jim Carter,Drama Romance History,yorkshire period drama upstairs downstairs 1920s based on tv series,535544,/pWt1iRuhNpeVDNP2QiUT2C5OiBt.jpg,michael engler hugh bonneville laura carmichael jim carter drama romance history yorkshire period drama upstairs downstairs 1920s based on tv series
Sweetheart,J.D. Dillard,Kiersey Clemons,Emory Cohen,Hanna Mangan Lawrence,Horror,island monster ocean shipwreck survival creature sea monster deserted island creature feature universal monsters,463843,/xyPPBPkGbZxfS6UM4PjR5bnVfwR.jpg,j.d. dillard kiersey clemons emory cohen hanna mangan lawrence horror island monster ocean shipwreck survival creature sea monster deserted island creature feature universal monsters
Serenity,Steven Knight,Matthew McConaughey,Anne Hathaway,Jason Clarke,Thriller Mystery Drama,video game virtual reality fisherman domestic violence co-workers relationship alcohol abuse older woman younger man relationship fishing boat neo-noir isolated island abusive stepfather father son relationship hunting obsession,452832,/hgWAcic93phg4DOuQ8NrsgQWiqu.jpg,steven knight matthew mcconaughey anne hathaway jason clarke thriller mystery drama video game virtual reality fisherman domestic violence co-workers relationship alcohol abuse older woman younger man relationship fishing boat neo-noir isolated island abusive stepfather father son relationship hunting obsession
Porno,Keola Racela,Evan Daves,Larry Saperstein,Jillian Mueller,Comedy Horror,porno,576004,/cnmR5lXN8xLDvvtqMviuRaKavnU.jpg,keola racela evan daves larry saperstein jillian mueller comedy horror porno
Brightburn,David Yarovesky,Jackson A. Dunn,Elizabeth Banks,David Denman,Horror Science Fiction,"husband wife relationship countryside child murder country life kansas, usa super power super villain father son relationship mother son relationship",531309,/sJWwkYc9ajwnPRSkqj8Aue5JbKz.jpg,"david yarovesky jackson a. dunn elizabeth banks david denman horror science fiction husband wife relationship countryside child murder country life kansas, usa super power super villain father son relationship mother son relationship"
An Affair: Kind Daughters-in-law 3,Lee Min-woo,Yoo Jung,Han Seo-ah,Kim Ji-ah,Romance,softcore,666950,/vMkZ311wQLXsICzjcAqVQivqDKs.jpg,lee min-woo yoo jung han seo-ah kim ji-ah romance softcore
Booksmart,Olivia Wilde,Kaitlyn Dever,Beanie Feldstein,Jessica Williams,Comedy,high school coming of age house party buddy high school student lgbt woman director sisterhood generation z teenager,505600,/2aSxRDmisJP90H3S0aocyuQIe4z.jpg,olivia wilde kaitlyn dever beanie feldstein jessica williams comedy high school coming of age house party buddy high school student lgbt woman director sisterhood generation z teenager
Pet Sematary,Dennis Widmyer,Jason Clarke,Amy Seimetz,John Lithgow,Horror Thriller,husband wife relationship countryside based on novel or book cat remake tragedy maine zombie pet cemetery indian burial ground neighbor neighbor relationship pets father daughter relationship traumatized woman,157433,/7SPhr7Qj39vbnfF9O2qHRYaKHAL.jpg,dennis widmyer jason clarke amy seimetz john lithgow horror thriller husband wife relationship countryside based on novel or book cat remake tragedy maine zombie pet cemetery indian burial ground neighbor neighbor relationship pets father daughter relationship traumatized woman
The Hustle,Chris Addison,Rebel Wilson,Anne Hathaway,Kumud Pant,Comedy Crime,bet competition affectation con artist swindler remake aftercreditsstinger con woman candid satirical appreciative awestruck celebratory cheerful cliché enthusiastic euphoric mocking optimistic,449562,/qZniBGQRESLIfxw6GeZLZ2G1osa.jpg,chris addison rebel wilson anne hathaway kumud pant comedy crime bet competition affectation con artist swindler remake aftercreditsstinger con woman candid satirical appreciative awestruck celebratory cheerful cliché enthusiastic euphoric mocking optimistic
